"COUNTRY.ID","COUNTRY","COUNTRY.Description","INDICATOR.ID","INDICATOR","INDICATOR.Description","GEOGRAPHIC_MARINE_ZONES_AND_CLIMATIC_CLASSIFICATIONS.ID","GEOGRAPHIC_MARINE_ZONES_AND_CLIMATIC_CLASSIFICATIONS","GEOGRAPHIC_MARINE_ZONES_AND_CLIMATIC_CLASSIFICATIONS.Description","FREQUENCY.ID","FREQUENCY","FREQUENCY.Description","TIME_PERIOD","OBS_VALUE","SCALE.ID","SCALE","SCALE.Description"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2000","105.9264902","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2001","107.2444429","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2002","108.7058991","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2003","105.2549672","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2004","103.2884728","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2005","100.970158","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2006","100.0610598","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2007","99.06377999","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2008","97.79560358","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2009","96.3604447","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2010","95.5472998","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2011","93.54631755","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2012","104.4964112","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2013","98.15722004","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2014","96.83694552","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2015","100","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2016","95.73200702","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2017","95.7706261","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2018","96.51745978","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2019","95.82094792","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2020","97.35751902","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2021","109.8923347","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"DOM","Dominican Republic","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2022","106.5362048","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1992","58.08906818","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1993","59.35043029","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1994","59.9231118","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1995","71.60501643","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1996","73.92574663","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1997","76.36754562","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1998","80.48202521","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1999","88.57426233","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2000","90.27425745","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2001","89.94183779","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2002","90.5107309","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2003","89.15670486","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2004","97.72318076","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2005","98.02504286","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2006","97.74845492","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2007","97.23827572","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2008","97.67150346","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2009","98.25337692","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2010","98.88099304","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2011","99.49088642","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2012","99.78953302","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2013","100.0419127","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2014","100.2158867","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2015","100","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2016","100.363304","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2017","100.7484768","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2018","101.7549153","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2019","102.4573149","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2020","102.5474635","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2021","103.2850915","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BOL","Bolivia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2022","103.5795646","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1992","84.85685353","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1993","85.24267232","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1994","85.15254492","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1995","88.48358067","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1996","88.94269153","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1997","89.26589589","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1998","89.92825297","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1999","91.16909463","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2000","91.0264208","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2001","91.12787191","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2002","91.14076741","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2003","91.29623274","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2004","94.01840577","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2005","93.70460655","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2006","93.37553086","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2007","94.09709224","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2008","94.85113497","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2009","95.61807535","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2010","96.32609156","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2011","97.10024332","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2012","97.85735501","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2013","98.60963062","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2014","99.28116699","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2015","100","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2016","100.7055871","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2017","101.4227185","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2018","101.4602941","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2019","101.4258868","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2020","101.3667827","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2021","101.4130652","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"BRA","Brazil","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2022","101.1210213","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"COL","Colombia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1992","142.4175003","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"COL","Colombia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1993","138.0148605","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"COL","Colombia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1994","134.8909377","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"COL","Colombia","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1995","123.7807309","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
